"analysisId","analysisDescription","outcomeId","outcomeName","comparatorId","comparatorName","targetId","targetName","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","llr"
1,"cox",1394333,"mecamylamine",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1401581,"metyrosine",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1502877,"mecasermin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1593397,"crisaborole",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1701651,"spectinomycin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1728903,"dimercaprol",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1745072,"cidofovir",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",1750928,"trimetrexate",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19003296,"tolperisone",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",0.666666666666667,0.223472602821781,1.84861472234409,0.45191133744055,517,517,840324,855665,7,11,-0.405465108108164,0.539015775654311,0.302032703260338
1,"cox",19004969,"trientine",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19010564,"pipemidate",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",1,0.120041405708989,8.33045892868214,1,525,525,866182,902078,2,3,0,1.08161097084541,0
1,"cox",19020092,"bunazosin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19021959,"sapropterin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19028286,"cefodizime",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19029327,"proglumetacin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19033280,"buserelin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19035953,"rifapentine",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19051865,"muromonab-CD3",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19068894,"tositumomab",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19070680,"cefatrizine",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19077457,"sermorelin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",19110712,"trepibutone",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",35603563,"ixekizumab",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",35604657,"alectinib",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",35604680,"tetanus immune globulin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",35606465,"elbasvir",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",35606631,"mepolizumab",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",40161488,"Timothy grass pollen extract",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",40168938,"ecallantide",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",40242044,"icatibant",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",42628962,"pimavanserin",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",42709323,"ivacaftor",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",42800778,"German wasp venom protein",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",42899259,"gallium",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",43012263,"dodecyl sulfate",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",43013171,"teduglutide",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",43532423,"hexyl 5-aminolevulinate",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",45774966,"netupitant",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",45775686,"tedizolid",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",45775689,"perflexane",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
1,"cox",45892906,"C1 esterase inhibitor",237,"Female_cancer_Breast_Cancer_with_Estrogen_Receptor",239,"Female_cancer_Breast_Cancer_with_Aromatase_Inhibitor",NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA
