covariate_id,covariate_name,covariate_analysis_id,analysis_id,database_id
433440204,condition_era during day -30 through 0 days relative to index: Dysthymia,204,1,TMU_CRD
433450204,condition_era during day -30 through 0 days relative to index: Paranoid schizophrenia,204,1,TMU_CRD
192239204,condition_era during day -30 through 0 days relative to index: Post-herpetic polyneuropathy,204,1,TMU_CRD
192240204,condition_era during day -30 through 0 days relative to index: Chronic viral hepatitis B with hepatitis D,204,1,TMU_CRD
192255204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of pylorus,204,1,TMU_CRD
192353204,condition_era during day -30 through 0 days relative to index: Disorder of gallbladder,204,1,TMU_CRD
192359204,condition_era during day -30 through 0 days relative to index: Renal failure syndrome,204,1,TMU_CRD
192367204,condition_era during day -30 through 0 days relative to index: Dysplasia of cervix,204,1,TMU_CRD
192450204,condition_era during day -30 through 0 days relative to index: Retention of urine,204,1,TMU_CRD
199764204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of ovary,204,1,TMU_CRD
199767204,condition_era during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of liver and/or biliary passages,204,1,TMU_CRD
381020204,condition_era during day -30 through 0 days relative to index: Conjunctival concretion,204,1,TMU_CRD
139057204,condition_era during day -30 through 0 days relative to index: Disorder of oral soft tissues,204,1,TMU_CRD
378087204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of brain and spinal cord,204,1,TMU_CRD
378253204,condition_era during day -30 through 0 days relative to index: Headache,204,1,TMU_CRD
378416204,condition_era during day -30 through 0 days relative to index: Retinal disorder,204,1,TMU_CRD
378419204,condition_era during day -30 through 0 days relative to index: Alzheimer's disease,204,1,TMU_CRD
378424204,condition_era during day -30 through 0 days relative to index: Astigmatism,204,1,TMU_CRD
378425204,condition_era during day -30 through 0 days relative to index: Blepharitis,204,1,TMU_CRD
199856204,condition_era during day -30 through 0 days relative to index: Varicose veins of lower extremity with inflammation,204,1,TMU_CRD
194081204,condition_era during day -30 through 0 days relative to index: Acute cystitis,204,1,TMU_CRD
194133204,condition_era during day -30 through 0 days relative to index: Low back pain,204,1,TMU_CRD
194286204,"condition_era during day -30 through 0 days relative to index: Malignant neoplasm of corpus uteri, excluding isthmus",204,1,TMU_CRD
194382204,condition_era during day -30 through 0 days relative to index: External hemorrhoids,204,1,TMU_CRD
194412204,condition_era during day -30 through 0 days relative to index: Dysplasia of vagina,204,1,TMU_CRD
442619204,condition_era during day -30 through 0 days relative to index: Fracture of humerus,204,1,TMU_CRD
436075204,condition_era during day -30 through 0 days relative to index: Adjustment disorder with anxious mood,204,1,TMU_CRD
436136204,condition_era during day -30 through 0 days relative to index: Dissection of thoracic aorta,204,1,TMU_CRD
436148204,condition_era during day -30 through 0 days relative to index: Chronic duodenal ulcer with hemorrhage but without obstruction,204,1,TMU_CRD
436167204,condition_era during day -30 through 0 days relative to index: Lactocele,204,1,TMU_CRD
379019204,condition_era during day -30 through 0 days relative to index: Conjunctivitis,204,1,TMU_CRD
381859204,condition_era during day -30 through 0 days relative to index: Infective otitis externa,204,1,TMU_CRD
381877204,condition_era during day -30 through 0 days relative to index: Dysfunction of eustachian tube,204,1,TMU_CRD
436386204,condition_era during day -30 through 0 days relative to index: Severe depressed bipolar I disorder with psychotic features,204,1,TMU_CRD
436445204,condition_era during day -30 through 0 days relative to index: Abrasion of tooth,204,1,TMU_CRD
442793204,condition_era during day -30 through 0 days relative to index: Complication due to diabetes mellitus,204,1,TMU_CRD
442781204,condition_era during day -30 through 0 days relative to index: Disorder of uterine cervix,204,1,TMU_CRD
432257204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of transverse colon,204,1,TMU_CRD
432263204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of lower inner quadrant of female breast,204,1,TMU_CRD
141050204,condition_era during day -30 through 0 days relative to index: Disorder of hard tissues of teeth,204,1,TMU_CRD
141094204,condition_era during day -30 through 0 days relative to index: Lichen,204,1,TMU_CRD
141095204,condition_era during day -30 through 0 days relative to index: Acne,204,1,TMU_CRD
141104204,condition_era during day -30 through 0 days relative to index: Intervertebral disc disorder of lumbar region with myelopathy,204,1,TMU_CRD
193518204,condition_era during day -30 through 0 days relative to index: Intestinal obstruction,204,1,TMU_CRD
193519204,condition_era during day -30 through 0 days relative to index: Impaired renal function disorder,204,1,TMU_CRD
193525204,condition_era during day -30 through 0 days relative to index: Abdominal pregnancy,204,1,TMU_CRD
439199204,condition_era during day -30 through 0 days relative to index: Open wound without complication,204,1,TMU_CRD
443459204,condition_era during day -30 through 0 days relative to index: Pathological fracture of neck of femur,204,1,TMU_CRD
443460204,condition_era during day -30 through 0 days relative to index: Pathological fracture of femur,204,1,TMU_CRD
443524204,condition_era during day -30 through 0 days relative to index: Mixed urinary incontinence,204,1,TMU_CRD
436635204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of sigmoid colon,204,1,TMU_CRD
436659204,condition_era during day -30 through 0 days relative to index: Iron deficiency anemia,204,1,TMU_CRD
436670204,condition_era during day -30 through 0 days relative to index: Metabolic disease,204,1,TMU_CRD
436673204,condition_era during day -30 through 0 days relative to index: Chronic residual schizophrenia,204,1,TMU_CRD
436677204,condition_era during day -30 through 0 days relative to index: Adjustment disorder,204,1,TMU_CRD
436700204,condition_era during day -30 through 0 days relative to index: Exophthalmos,204,1,TMU_CRD
436785204,condition_era during day -30 through 0 days relative to index: Spinal stenosis in cervical region,204,1,TMU_CRD
201254204,condition_era during day -30 through 0 days relative to index: Type 1 diabetes mellitus,204,1,TMU_CRD
201257204,condition_era during day -30 through 0 days relative to index: Disorder of endocrine ovary,204,1,TMU_CRD
443530204,condition_era during day -30 through 0 days relative to index: Hematochezia,204,1,TMU_CRD
435119204,condition_era during day -30 through 0 days relative to index: Late effect of injury,204,1,TMU_CRD
138384204,condition_era during day -30 through 0 days relative to index: Acquired hypothyroidism,204,1,TMU_CRD
138387204,condition_era during day -30 through 0 days relative to index: Thyrotoxicosis,204,1,TMU_CRD
138463204,condition_era during day -30 through 0 days relative to index: Aphthous ulcer of mouth,204,1,TMU_CRD
4182210204,condition_era during day -30 through 0 days relative to index: Dementia,204,1,TMU_CRD
4200649204,condition_era during day -30 through 0 days relative to index: Lipoma of head and neck,204,1,TMU_CRD
4173943204,condition_era during day -30 through 0 days relative to index: Phthisis bulbi,204,1,TMU_CRD
4207936204,condition_era during day -30 through 0 days relative to index: Late effect of fracture of lumbar vertebra,204,1,TMU_CRD
4206148204,condition_era during day -30 through 0 days relative to index: Syncope and collapse,204,1,TMU_CRD
4209746204,condition_era during day -30 through 0 days relative to index: Duodenal ulcer without hemorrhage AND without perforation,204,1,TMU_CRD
4178874204,condition_era during day -30 through 0 days relative to index: Femoral hernia,204,1,TMU_CRD
4213109204,condition_era during day -30 through 0 days relative to index: Fracture of tibia AND fibula,204,1,TMU_CRD
4193704204,condition_era during day -30 through 0 days relative to index: Type 2 diabetes mellitus without complication,204,1,TMU_CRD
4191597204,condition_era during day -30 through 0 days relative to index: Disorder of refraction,204,1,TMU_CRD
4195572204,"condition_era during day -30 through 0 days relative to index: Mild major depression, single episode",204,1,TMU_CRD
4224741204,condition_era during day -30 through 0 days relative to index: Degenerative disorder of macula,204,1,TMU_CRD
4195231204,condition_era during day -30 through 0 days relative to index: Acute gastric ulcer without hemorrhage AND without perforation,204,1,TMU_CRD
4198042204,condition_era during day -30 through 0 days relative to index: Disorder of bilirubin metabolism,204,1,TMU_CRD
138519204,condition_era during day -30 through 0 days relative to index: Spondylosis without myelopathy,204,1,TMU_CRD
138713204,condition_era during day -30 through 0 days relative to index: Disorder of parathyroid gland,204,1,TMU_CRD
138717204,condition_era during day -30 through 0 days relative to index: Toxic diffuse goiter,204,1,TMU_CRD
138790204,condition_era during day -30 through 0 days relative to index: Chronic periodontitis,204,1,TMU_CRD
138845204,condition_era during day -30 through 0 days relative to index: Rheumatism,204,1,TMU_CRD
435463204,condition_era during day -30 through 0 days relative to index: Herpesvirus infection,204,1,TMU_CRD
195401204,condition_era during day -30 through 0 days relative to index: Contusion of hip,204,1,TMU_CRD
435224204,condition_era during day -30 through 0 days relative to index: Leukopenia,204,1,TMU_CRD
442774204,condition_era during day -30 through 0 days relative to index: Intermittent claudication,204,1,TMU_CRD
435783204,condition_era during day -30 through 0 days relative to index: Schizophrenia,204,1,TMU_CRD
435784204,condition_era during day -30 through 0 days relative to index: Somatoform disorder,204,1,TMU_CRD
435796204,condition_era during day -30 through 0 days relative to index: Dehydration,204,1,TMU_CRD
435802204,condition_era during day -30 through 0 days relative to index: Blepharospasm,204,1,TMU_CRD
435508204,condition_era during day -30 through 0 days relative to index: Adrenal cortical hypofunction,204,1,TMU_CRD
435509204,condition_era during day -30 through 0 days relative to index: Intracranial abscess,204,1,TMU_CRD
435510204,condition_era during day -30 through 0 days relative to index: Hypocalcemia,204,1,TMU_CRD
435511204,condition_era during day -30 through 0 days relative to index: Hypercalcemia,204,1,TMU_CRD
435515204,condition_era during day -30 through 0 days relative to index: Hypo-osmolality and or hyponatremia,204,1,TMU_CRD
435521204,condition_era during day -30 through 0 days relative to index: Psychophysiologic disorder,204,1,TMU_CRD
435524204,condition_era during day -30 through 0 days relative to index: Sleep disorder,204,1,TMU_CRD
435543204,condition_era during day -30 through 0 days relative to index: Primary angle-closure glaucoma,204,1,TMU_CRD
438917204,condition_era during day -30 through 0 days relative to index: Superficial foreign body without major open wound AND without infection,204,1,TMU_CRD
438962204,condition_era during day -30 through 0 days relative to index: Herpes simplex with complication,204,1,TMU_CRD
434610204,condition_era during day -30 through 0 days relative to index: Hyperkalemia,204,1,TMU_CRD
434613204,condition_era during day -30 through 0 days relative to index: Generalized anxiety disorder,204,1,TMU_CRD
434656204,condition_era during day -30 through 0 days relative to index: Vertebral artery syndrome,204,1,TMU_CRD
141248204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of skin of lip,204,1,TMU_CRD
435835204,condition_era during day -30 through 0 days relative to index: Non-infectious disorder of lymphatics,204,1,TMU_CRD
435839204,condition_era during day -30 through 0 days relative to index: Lymphedema,204,1,TMU_CRD
439254204,"condition_era during day -30 through 0 days relative to index: Bipolar affective disorder, current episode depression",204,1,TMU_CRD
438778204,condition_era during day -30 through 0 days relative to index: Aneurysm of artery of upper extremity,204,1,TMU_CRD
438878204,condition_era during day -30 through 0 days relative to index: Liver function tests abnormal,204,1,TMU_CRD
438879204,condition_era during day -30 through 0 days relative to index: Closed bimalleolar fracture,204,1,TMU_CRD
438727204,condition_era during day -30 through 0 days relative to index: Atypical depressive disorder,204,1,TMU_CRD
439002204,condition_era during day -30 through 0 days relative to index: Eating disorder,204,1,TMU_CRD
439004204,condition_era during day -30 through 0 days relative to index: Residual schizophrenia,204,1,TMU_CRD
439392204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm,204,1,TMU_CRD
141253204,condition_era during day -30 through 0 days relative to index: Disorder of thyroid gland,204,1,TMU_CRD
141608204,condition_era during day -30 through 0 days relative to index: Periodontitis,204,1,TMU_CRD
141758204,condition_era during day -30 through 0 days relative to index: Spinal cord injury without spinal bone injury,204,1,TMU_CRD
198803204,condition_era during day -30 through 0 days relative to index: Benign prostatic hyperplasia,204,1,TMU_CRD
198809204,condition_era during day -30 through 0 days relative to index: Acute cholecystitis,204,1,TMU_CRD
435093204,condition_era during day -30 through 0 days relative to index: Closed fracture of femur,204,1,TMU_CRD
434885204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of skull and facial bones,204,1,TMU_CRD
437474204,condition_era during day -30 through 0 days relative to index: Postoperative infection,204,1,TMU_CRD
437663204,condition_era during day -30 through 0 days relative to index: Fever,204,1,TMU_CRD
437677204,condition_era during day -30 through 0 days relative to index: Abnormal findings on diagnostic imaging of lung,204,1,TMU_CRD
437243204,condition_era during day -30 through 0 days relative to index: Acute exacerbation of chronic paranoid schizophrenia,204,1,TMU_CRD
437247204,condition_era during day -30 through 0 days relative to index: Anemia of chronic disease,204,1,TMU_CRD
437827204,condition_era during day -30 through 0 days relative to index: Pure hypercholesterolemia,204,1,TMU_CRD
437833204,condition_era during day -30 through 0 days relative to index: Hypokalemia,204,1,TMU_CRD
437264204,condition_era during day -30 through 0 days relative to index: Tobacco dependence syndrome,204,1,TMU_CRD
437306204,condition_era during day -30 through 0 days relative to index: Transient global amnesia,204,1,TMU_CRD
437496204,condition_era during day -30 through 0 days relative to index: Epidemic vertigo,204,1,TMU_CRD
437530204,condition_era during day -30 through 0 days relative to index: Disorder of lipid metabolism,204,1,TMU_CRD
437541204,condition_era during day -30 through 0 days relative to index: Glaucoma,204,1,TMU_CRD
438178204,condition_era during day -30 through 0 days relative to index: Postmastectomy lymphedema syndrome,204,1,TMU_CRD
438390204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of vulva,204,1,TMU_CRD
438407204,condition_era during day -30 through 0 days relative to index: Bulimia nervosa,204,1,TMU_CRD
438430204,condition_era during day -30 through 0 days relative to index: Squamous blepharitis,204,1,TMU_CRD
438452204,condition_era during day -30 through 0 days relative to index: Phlebitis of superficial veins of lower extremity,204,1,TMU_CRD
438476204,condition_era during day -30 through 0 days relative to index: Nephrogenic diabetes insipidus,204,1,TMU_CRD
435875204,"condition_era during day -30 through 0 days relative to index: Complication of pregnancy, childbirth and/or the puerperium",204,1,TMU_CRD
438086204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of parietal lobe,204,1,TMU_CRD
438090204,"condition_era during day -30 through 0 days relative to index: Overlapping malignant neoplasm of rectum, anus and anal canal",204,1,TMU_CRD
438111204,condition_era during day -30 through 0 days relative to index: Hematologic neoplasm of uncertain behavior,204,1,TMU_CRD
438112204,condition_era during day -30 through 0 days relative to index: Neoplastic disease,204,1,TMU_CRD
313502204,condition_era during day -30 through 0 days relative to index: Benign hypertensive heart disease without congestive heart failure,204,1,TMU_CRD
313800204,condition_era during day -30 through 0 days relative to index: Thrombotic microangiopathy,204,1,TMU_CRD
198520204,condition_era during day -30 through 0 days relative to index: Lumbar spondylosis with myelopathy,204,1,TMU_CRD
198571204,condition_era during day -30 through 0 days relative to index: Cardiogenic shock,204,1,TMU_CRD
198683204,condition_era during day -30 through 0 days relative to index: Viral hepatitis B without hepatic coma,204,1,TMU_CRD
441421204,condition_era during day -30 through 0 days relative to index: Closed fracture of fourth cervical vertebra,204,1,TMU_CRD
441513204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of axillary tail of breast,204,1,TMU_CRD
441515204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of lower outer quadrant of female breast,204,1,TMU_CRD
441523204,condition_era during day -30 through 0 days relative to index: Immunoproliferative neoplasm,204,1,TMU_CRD
441564204,condition_era during day -30 through 0 days relative to index: Optic disc edema associated with retinal disorder,204,1,TMU_CRD
441628204,condition_era during day -30 through 0 days relative to index: Menopausal and postmenopausal disorders,204,1,TMU_CRD
198700204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of liver,204,1,TMU_CRD
321052204,condition_era during day -30 through 0 days relative to index: Peripheral vascular disease,204,1,TMU_CRD
321318204,condition_era during day -30 through 0 days relative to index: Angina pectoris,204,1,TMU_CRD
374313204,condition_era during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of soft tissues,204,1,TMU_CRD
374347204,condition_era during day -30 through 0 days relative to index: Blepharoconjunctivitis,204,1,TMU_CRD
374357204,condition_era during day -30 through 0 days relative to index: Acquired stenosis of nasolacrimal duct,204,1,TMU_CRD
374366204,condition_era during day -30 through 0 days relative to index: Sensorineural hearing loss,204,1,TMU_CRD
374375204,condition_era during day -30 through 0 days relative to index: Impacted cerumen,204,1,TMU_CRD
374377204,condition_era during day -30 through 0 days relative to index: Paralytic syndrome,204,1,TMU_CRD
441828204,condition_era during day -30 through 0 days relative to index: Disorganized schizophrenia,204,1,TMU_CRD
441835204,condition_era during day -30 through 0 days relative to index: Chronic schizoaffective schizophrenia,204,1,TMU_CRD
441874204,condition_era during day -30 through 0 days relative to index: Cerebral thrombosis,204,1,TMU_CRD
374801204,condition_era during day -30 through 0 days relative to index: Foreign body in ear,204,1,TMU_CRD
432845204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of central portion of female breast,204,1,TMU_CRD
255573204,condition_era during day -30 through 0 days relative to index: Chronic obstructive lung disease,204,1,TMU_CRD
255841204,condition_era during day -30 through 0 days relative to index: Chronic bronchitis,204,1,TMU_CRD
255848204,condition_era during day -30 through 0 days relative to index: Pneumonia,204,1,TMU_CRD
255919204,condition_era during day -30 through 0 days relative to index: Finding of head and neck region,204,1,TMU_CRD
256439204,condition_era during day -30 through 0 days relative to index: Allergic rhinitis due to pollen,204,1,TMU_CRD
256449204,condition_era during day -30 through 0 days relative to index: Bronchiectasis,204,1,TMU_CRD
256451204,condition_era during day -30 through 0 days relative to index: Bronchitis,204,1,TMU_CRD
439674204,condition_era during day -30 through 0 days relative to index: Chronic viral hepatitis B without delta-agent,204,1,TMU_CRD
439694204,condition_era during day -30 through 0 days relative to index: Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,204,1,TMU_CRD
441946204,condition_era during day -30 through 0 days relative to index: Calcific tendinitis of shoulder,204,1,TMU_CRD
439708204,condition_era during day -30 through 0 days relative to index: Disorders of initiating and maintaining sleep,204,1,TMU_CRD
439743204,condition_era during day -30 through 0 days relative to index: Late effects of respiratory tuberculosis,204,1,TMU_CRD
439751204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplasm of intrathoracic lymph nodes,204,1,TMU_CRD
439777204,condition_era during day -30 through 0 days relative to index: Anemia,204,1,TMU_CRD
439795204,condition_era during day -30 through 0 days relative to index: Minimal cognitive impairment,204,1,TMU_CRD
256722204,condition_era during day -30 through 0 days relative to index: Bronchopneumonia,204,1,TMU_CRD
376063204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of cerebral meninges,204,1,TMU_CRD
376121204,condition_era during day -30 through 0 days relative to index: Recurrent pterygium,204,1,TMU_CRD
314054204,condition_era during day -30 through 0 days relative to index: Aortic valve disorder,204,1,TMU_CRD
314369204,condition_era during day -30 through 0 days relative to index: Malignant hypertensive heart disease without congestive heart failure,204,1,TMU_CRD
314378204,condition_era during day -30 through 0 days relative to index: Hypertensive heart disease with congestive heart failure,204,1,TMU_CRD
314381204,condition_era during day -30 through 0 days relative to index: Acute febrile mucocutaneous lymph node syndrome,204,1,TMU_CRD
440703204,condition_era during day -30 through 0 days relative to index: Trigeminal nerve disorder,204,1,TMU_CRD
440321204,condition_era during day -30 through 0 days relative to index: Helicobacter-associated disease,204,1,TMU_CRD
438688204,condition_era during day -30 through 0 days relative to index: Sarcoidosis,204,1,TMU_CRD
438699204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of rectosigmoid junction,204,1,TMU_CRD
438701204,condition_era during day -30 through 0 days relative to index: Disseminated malignancy of unknown primary,204,1,TMU_CRD
439846204,condition_era during day -30 through 0 days relative to index: Left heart failure,204,1,TMU_CRD
440358204,condition_era during day -30 through 0 days relative to index: Lipoma,204,1,TMU_CRD
440360204,condition_era during day -30 through 0 days relative to index: Pure hyperglyceridemia,204,1,TMU_CRD
440371204,condition_era during day -30 through 0 days relative to index: Disorder of immune function,204,1,TMU_CRD
440383204,condition_era during day -30 through 0 days relative to index: Depressive disorder,204,1,TMU_CRD
314658204,condition_era during day -30 through 0 days relative to index: Cardiomegaly,204,1,TMU_CRD
314666204,condition_era during day -30 through 0 days relative to index: Old myocardial infarction,204,1,TMU_CRD
314965204,condition_era during day -30 through 0 days relative to index: Embolism and thrombosis of an arm or leg artery,204,1,TMU_CRD
378427204,condition_era during day -30 through 0 days relative to index: Tear film insufficiency,204,1,TMU_CRD
378523204,condition_era during day -30 through 0 days relative to index: Residual foreign body in soft tissue,204,1,TMU_CRD
321596204,condition_era during day -30 through 0 days relative to index: Peripheral venous insufficiency,204,1,TMU_CRD
321882204,condition_era during day -30 through 0 days relative to index: Generalized atherosclerosis,204,1,TMU_CRD
440849204,condition_era during day -30 through 0 days relative to index: Closed fracture of body of mandible,204,1,TMU_CRD
443211204,condition_era during day -30 through 0 days relative to index: Benign prostatic hypertrophy with outflow obstruction,204,1,TMU_CRD
440956204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of upper inner quadrant of female breast,204,1,TMU_CRD
440965204,condition_era during day -30 through 0 days relative to index: Hodgkin's disease of intrathoracic lymph nodes,204,1,TMU_CRD
443257204,condition_era during day -30 through 0 days relative to index: Swelling / lump finding,204,1,TMU_CRD
443263204,condition_era during day -30 through 0 days relative to index: Obstetric breast abscess,204,1,TMU_CRD
440438204,condition_era during day -30 through 0 days relative to index: Anodontia,204,1,TMU_CRD
381591204,condition_era during day -30 through 0 days relative to index: Cerebrovascular disease,204,1,TMU_CRD
381832204,condition_era during day -30 through 0 days relative to index: Presenile dementia with delirium,204,1,TMU_CRD
432851204,condition_era during day -30 through 0 days relative to index: Secondary malignant neoplastic disease,204,1,TMU_CRD
432860204,condition_era during day -30 through 0 days relative to index: Benign tumor of nasopharynx,204,1,TMU_CRD
432867204,condition_era during day -30 through 0 days relative to index: Hyperlipidemia,204,1,TMU_CRD
432870204,condition_era during day -30 through 0 days relative to index: Thrombocytopenic disorder,204,1,TMU_CRD
432875204,condition_era during day -30 through 0 days relative to index: Anemia due to chronic blood loss,204,1,TMU_CRD
443238204,condition_era during day -30 through 0 days relative to index: Diabetic - poor control,204,1,TMU_CRD
442077204,condition_era during day -30 through 0 days relative to index: Anxiety disorder,204,1,TMU_CRD
442105204,condition_era during day -30 through 0 days relative to index: Benign neoplasm of soft tissue,204,1,TMU_CRD
439698204,condition_era during day -30 through 0 days relative to index: Benign hypertensive heart disease with congestive cardiac failure,204,1,TMU_CRD
436067204,condition_era during day -30 through 0 days relative to index: Simple schizophrenia,204,1,TMU_CRD
432923204,condition_era during day -30 through 0 days relative to index: Subarachnoid hemorrhage,204,1,TMU_CRD
433000204,condition_era during day -30 through 0 days relative to index: Patellar tendonitis,204,1,TMU_CRD
376337204,condition_era during day -30 through 0 days relative to index: Disorder of nervous system,204,1,TMU_CRD
376382204,condition_era during day -30 through 0 days relative to index: Tension-type headache,204,1,TMU_CRD
442131204,condition_era during day -30 through 0 days relative to index: Primary malignant neoplasm of head,204,1,TMU_CRD
440329204,condition_era during day -30 through 0 days relative to index: Herpes zoster without complication,204,1,TMU_CRD
442256204,condition_era during day -30 through 0 days relative to index: Disorder of bursa of shoulder region,204,1,TMU_CRD
